,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
90,33,services,married,high.school,no,no,no,cellular,nov,wed,581,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
91,33,student,divorced,professional.course,no,no,no,cellular,aug,mon,1110,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,yes
92,33,technician,single,professional.course,no,yes,no,cellular,jul,tue,312,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
93,33,technician,single,university.degree,no,no,no,telephone,may,wed,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
94,34,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,161,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
95,34,admin.,married,high.school,no,no,no,cellular,nov,wed,183,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
96,34,admin.,married,high.school,no,no,no,telephone,jun,mon,540,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
97,34,admin.,married,high.school,no,yes,yes,cellular,may,tue,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
98,34,admin.,married,university.degree,no,yes,no,telephone,jun,fri,31,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
99,34,admin.,married,university.degree,no,yes,no,telephone,jun,wed,102,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
