,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
20,28,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,334,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
21,28,blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,20,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
22,28,housemaid,single,basic.6y,no,no,no,cellular,jul,mon,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
23,28,technician,divorced,university.degree,no,no,no,telephone,may,fri,193,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
24,28,technician,single,professional.course,no,yes,no,telephone,may,wed,229,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25,29,admin.,married,high.school,no,no,yes,telephone,jul,tue,65,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,29,admin.,married,university.degree,no,yes,no,cellular,aug,wed,718,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
27,29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,39,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,214,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29,29,services,married,basic.9y,no,yes,no,cellular,nov,thu,755,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes
