,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
100,34,admin.,single,university.degree,no,no,no,telephone,jul,tue,232,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
101,34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,46,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
102,34,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,54,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
103,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,231,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
104,34,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,248,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
105,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,70,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
106,34,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,19,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
107,34,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
108,34,management,married,university.degree,no,yes,no,cellular,nov,thu,130,6,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
109,34,services,married,high.school,no,no,no,telephone,may,wed,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
